,source,date,comment,strength
327,stiiizy-weedbates,2020年6月20日,I just wanted to say that the STIIIZY Starter Kit has been such a great purchase.,5
328,stiiizy-weedbates,2020年6月19日,"""I just wanted to say that i actually bought my starter kit from STIIIZY, and it was great service. I got this as a gift, and they had such a cool selection.""",5
329,stiiizy-weedbates,2020年6月17日,"""I have been vaping with the STIIIZY starter kit for a few days now and it is amazing. I have never used a vaping device that was as easy to use and satisfying as this one. The battery is super long lasting and it's easy to charge.""",5
330,stiiizy-weedbates,2020年6月17日,"""I think it's important to go with a product that is organic and organic vape pens are not heavily advertised like mainstream vape pens.""",4
331,stiiizy-weedbates,2020年6月16日,"""This kit is ideal for somebody new to vaping or just a seasoned professional. They have a well-rounded assortment of items that will help you find your comfort level. The battery is also long lasting which is perfect for those who like to plan their days around vaping.""",5
332,stiiizy-weedbates,2020年6月15日,"“I tried this kit with a friend because she doesn't inhale and she couldn't believe how good it tasted. She's been hooked ever since!""",5
333,stiiizy-weedbates,2020年6月5日,"""This kit is so great. My old vape broke, so I needed something new. This is the perfect starter kit for those just getting into vaping and it's very affordable!""",5
334,stiiizy-weedbates,2020年6月3日,"""The kit is great so far. I really like the battery. I heard a lot of people complaining about bad quality batteries but the one that comes with this kit seems pretty solid.""",5
335,stiiizy-weedbates,2020年5月29日,"""I like using this starter kit because I have it on me any time I need a vape. It's sleek and stylish, perfect for those late night parties. Best of all, if you're in the SWFL area, they have great customer service that is always available to answer any questions you may have.""",5
336,stiiizy-weedbates,2020年5月23日,"""I am a beginner, but I got the Starter Kit for my freinds for Christmas and they loved it. I think all vape enthusiasts will really enjoy this kit. I hop people talk about it around their friends who might be looking to start snacking on cannabis.""",5
337,stiiizy-weedbates,2020年5月20日,It looks awesome! It's sleek design is so cool.,3
338,stiiizy-weedbates,2022年11月30日,Quick charge and it’s good to go.,4
339,stiiizy-weedbates,2022年11月23日,Never lets me down,4
340,stiiizy-weedbates,2022年11月15日,You can sense the quality in every detail.,5
341,stiiizy-weedbates,2022年11月14日,"As a beginner, this kit made my entry into vaping seamless and enjoyable.",5
342,stiiizy-weedbates,2022年11月13日,I never leave home without it.,5
343,stiiizy-weedbates,2022年11月9日,"Got the STIIIZY Red Starter Kit, and I'm impressed. Love the convenience and sleek design.",5
344,stiiizy-weedbates,2022年11月9日,Impressive clouds for such a compact device.,5
345,stiiizy-weedbates,2022年10月31日,Performs exceptionally every time.,5
346,stiiizy-weedbates,2022年10月29日,Adds a touch of modern coolness to my day.,5
347,stiiizy-weedbates,2022年10月27日,Every hit is a burst of pure flavor.,5
348,stiiizy-weedbates,2022年10月19日,The Ultimate Vape! Nothing else comes close.,5
349,stiiizy-weedbates,2022年10月15日,The future of vaping is definitely here with STIIIZY.,5
350,stiiizy-weedbates,2022年10月12日,The durability of this vape is impressive.,5
351,stiiizy-weedbates,2022年10月4日,The vaporizer delivers consistently every time.,5
352,stiiizy-weedbates,2022年9月26日,Each puff is as good as the last.,5
353,stiiizy-weedbates,2022年9月23日,"If you're on the fence, just go for it.",5
354,stiiizy-weedbates,2022年9月20日,"No fuss, just straight to vaping.",4
355,stiiizy-weedbates,2022年9月16日,Every moment feels festive.,5
356,stiiizy-weedbates,2022年9月16日,I was pleasantly surprised by how long the battery lasts on a single charge.,5
357,stiiizy-weedbates,2022年9月15日,I knew exactly what to do straight out of the box.,5
358,stiiizy-weedbates,2022年9月12日,Everything about it is simple and efficient,5
359,stiiizy-weedbates,2022年9月7日,Lets me vape my way.,5
360,stiiizy-weedbates,2022年8月28日,The technology behind this is truly commendable.,5
361,stiiizy-weedbates,2022年8月22日,Makes medicating easy and efficient.,5
362,stiiizy-weedbates,2022年8月20日,Perfect for a quick break during work.,5
363,stiiizy-weedbates,2022年8月19日,No harshness or burning sensation.,5
364,stiiizy-weedbates,2022年8月15日,The color is vibrant and looks super stylish.,5
365,stiiizy-weedbates,2022年8月12日,Gets compliments every time I take it out.,5
366,stiiizy-weedbates,2022年8月7日,Makes every day a bit brighter.,5
367,stiiizy-weedbates,2022年8月6日,The pinnacle of vaping experience.,5
368,stiiizy-weedbates,2022年8月3日,The pod system ensures every drop is utilized.,5
369,stiiizy-weedbates,2022年7月31日,Stands out in the crowd of vapes.,5
370,stiiizy-weedbates,2022年7月25日,"Stylish, sleek, and superior.",5
371,stiiizy-weedbates,2022年7月23日,One of my best investments.,5
372,stiiizy-weedbates,2022年7月21日,Attention to detail is evident.,5
373,stiiizy-weedbates,2022年7月20日,Made my transition to vaping super smooth.,5
374,stiiizy-weedbates,2022年7月15日,The pods fit perfectly and securely.,5
375,stiiizy-weedbates,2022年7月13日,Fits perfectly in my pocket and purse.,5
376,stiiizy-weedbates,2022年7月12日,Never had a misfire or any issues.,5
377,stiiizy-weedbates,2022年7月11日,Designed keeping the user in mind.,5
378,stiiizy-weedbates,2022年7月10日,"No learning curve, straight-forward use.",5
379,stiiizy-weedbates,2022年7月10日,"Even after a few accidental drops, it works like a charm.",5
380,stiiizy-weedbates,2022年7月8日,STIIIZY never disappoints.,5
381,stiiizy-weedbates,2022年7月7日,Uncluttered and straightforward.,5
382,stiiizy-weedbates,2022年6月30日,Loved how everything about using and maintaining the device was explained.,5
383,stiiizy-weedbates,2022年6月28日,Achieves perfection without trying.,5
384,stiiizy-weedbates,2022年6月26日,"Got one for my friend’s birthday, and they absolutely loved it.",5
385,stiiizy-weedbates,2022年6月24日,It’s the iPhone of vapes.lol,5
386,stiiizy-weedbates,2022年6月18日,Joy in Every Puff! Makes vaping a delight.,5
387,stiiizy-weedbates,2022年6月14日,No complicated buttons or settings.,5
388,stiiizy-weedbates,2022年6月11日,A beauty that performs.,5
389,stiiizy-weedbates,2022年6月4日,Love that it has safety features in place.,5
390,stiiizy-weedbates,2022年6月3日,Definitely my favorite way to relax after a long day.,5
391,stiiizy-weedbates,2022年5月28日,Takes the experience to new heights.,5
392,stiiizy-weedbates,2022年5月25日,All my questions were answered before I even asked.,5
393,stiiizy-weedbates,2022年5月24日,STIIIZY always delivers on quality.,5
394,stiiizy-weedbates,2022年5月19日,Aesthetically pleasing and functional.,5
395,stiiizy-weedbates,2022年5月19日,Looks as good as it performs.,5
396,stiiizy-weedbates,2022年5月10日,"If you love vaping, you need this.",5
397,stiiizy-weedbates,2022年5月10日,"STIIIZY is perfect for me because it's so easy to use, I can vape without having to fuss with my device and I love that it has a USB charging port",5
398,stiiizy-weedbates,2022年5月10日,Everyone wanted to know where I got it from.,5
399,stiiizy-weedbates,2022年5月7日,Fits effortlessly into my lifestyle.,5
400,stiiizy-weedbates,2022年5月6日,Love the no-mess approach.,3
401,stiiizy-weedbates,2022年5月5日,"For the quality and design, the price is a steal.",4
402,stiiizy-weedbates,2022年5月4日,"After years of vaping, this stands out.",4
403,stiiizy-weedbates,2022年5月2日,"""I've owned various vaporizers over the years, but I've found that the original STIIIZY starter kit with its sleek body has quickly become my favorite. It's so easy to operate, with a sleek design and interchangeable pod system. Every detail of this vape is thought out and finished with perfection, there are no awkward touches or unfinished ideas that are common in other products. This tool is a staple in every household.""",5
404,stiiizy-weedbates,2022年5月1日,Worth every cent.,3
405,stiiizy-weedbates,2022年4月27日,Simply attach the pod and vape away.,2
406,stiiizy-weedbates,2022年4月23日,There's nothing I'd change about it.,3
407,stiiizy-weedbates,2022年4月21日,"""I was introduced to STIIIZY a few years ago and I never thought that vaping would be so wonderful. Now, I'm addicted to the way vaping makes me feel. The result? A healthier lifestyle and tons of money saved on smoking.""",5
408,stiiizy-weedbates,2022年4月20日,The pods being sold separately allow me to choose and experiment.,3
409,stiiizy-weedbates,2022年4月19日,Offers a premium experience without breaking the bank.,4
410,stiiizy-weedbates,2022年4月17日,Sets a new benchmark in vaping.,4
411,stiiizy-weedbates,2022年4月11日,Its compact design is perfect for minimalists.,3
412,stiiizy-weedbates,2022年4月2日,The starter kit's simplicity showcases thoughtfulness.,4
413,stiiizy-weedbates,2022年3月29日,Proud to own and showcase.,4
414,stiiizy-weedbates,2022年3月29日,"""I don't smoked weed in over a year, but after I was able to ditch the cigs and start vaping, I realized that for me e-cigs were much better for my lungs and throat. One of my friends told me about STIIIZY and said she's been vaping for almost 2 years now. After I tried some of the flavors I decided to try it out too. The first time wasn't anything special, but eventually I ended up with an entire starter kit.""",5
415,stiiizy-weedbates,2022年3月27日,"Works in every setting, from relaxation to parties.",3
416,stiiizy-weedbates,2022年3月27日,The starter kit has everything to get you going.,3
417,stiiizy-weedbates,2022年3月24日,Cleaning and upkeep are a breeze.,3
418,stiiizy-weedbates,2022年3月18日,Unique design and performance.,3
419,stiiizy-weedbates,2022年3月17日,"""I am a new vaper and I bought this kit for myself to experiment on different flavors and brands. On my first go - I found the flavor to be so pleasant, I find it hard to vape anything else. The pods are thick but easy to insert into the battery, and I really like that they come with an extra battery!""",5
420,stiiizy-weedbates,2022年3月17日,"""I have been vaping for about a month now and this is the first kit I bought. It's really easy to use and it doesn't take long to charge. I tried my other friends' kits and this one is second to none.""",4
421,stiiizy-weedbates,2022年3月15日,Transformed my vaping experience.,4
422,stiiizy-weedbates,2022年3月13日,Haven’t had any issues since I got it.,3
423,stiiizy-weedbates,2022年3月11日,"""The kit is really great for people who are just starting to get into vaping. Once this starter kit runs out, I would highly recommend switching to the latest model which includes an efficient 510 connector and a pass through function.""",4
424,stiiizy-weedbates,2022年3月9日,Fits comfortably in hand.,3
425,stiiizy-weedbates,2022年3月7日,The USB charger gets my battery full in no time. Great for on-the-go vaping,4
426,stiiizy-weedbates,2022年2月28日,"Despite its size, the hits are potent and flavorful.",4
427,stiiizy-weedbates,2022年2月26日,Makes my trips even more enjoyable.,3
428,stiiizy-weedbates,2022年2月25日,Premium feel and performance.,4
429,stiiizy-weedbates,2022年2月22日,The best in its class.,4
430,stiiizy-weedbates,2022年2月20日,It is a great way to get your feet wet in the vaping world,3
431,stiiizy-weedbates,2022年2月15日,Sets the standard for others.,4
432,stiiizy-weedbates,2022年2月13日,"With different pods, I can enjoy a variety of effects.",3
433,stiiizy-weedbates,2022年2月6日,"""I love the STIIIZY Starter Kit. I am so much happier now being a vaper!""",4
434,stiiizy-weedbates,2022年2月5日,"""I am really happy with the STIIIZY Starter Kit. It was everything I was hoping for and it's what I expected from the description. The USB charging cable is a really nice feature that makes it easy to charge my device while on the go. The pods are easy to use, so much so that I have already tried them all out. Vaping on this kit is very efficient.""",5
435,stiiizy-weedbates,2022年2月4日,Elevates the vaping experience.,4
436,stiiizy-weedbates,2022年1月31日,Every hit is just right.,3
437,stiiizy-weedbates,2022年1月25日,"""I was very happy with my purchase. This was my first time trying a vape, and I loved it. The battery lasts me all day long and the vape pods are easily filled so you don't have to stop to reload them like most other vape devices.""",5
438,stiiizy-weedbates,2022年1月25日,"""I purchased the starter kit thinking that it would be a fun and beneficial experience. I have been vaping for a few weeks now and I am so impressed with such fast results, as well as how easy it is to charge it! Though even without the kit I would have been satisfied, because this product is great quality.""",5
439,stiiizy-weedbates,2022年1月20日,"""When I got this starter kit, it was perfect and exactly what I wanted! It was so easy to use, and the pods gave me all sorts of options when I wanted to charge my vape pen. If you are looking for a new vape pen, definitely give this one a try.""",5
440,stiiizy-weedbates,2022年1月20日,"""I had a very enjoyable experience with this vaporizer. I also loved how easy it was to use and clean.""",4
441,stiiizy-weedbates,2022年1月19日,"""This starter kit is so cool! I also love that it contains a USB hub on the back, that comes in handy when my husband and I travel.""",4
442,stiiizy-weedbates,2022年1月16日,Truly captures the essence of the strains.,4
443,stiiizy-weedbates,2022年1月14日,Advanced and efficient.,4
444,stiiizy-weedbates,2022年1月14日,Perfect for all my vaping needs.,4
445,stiiizy-weedbates,2022年1月6日,This feels like the next generation of vaping.,4
446,stiiizy-weedbates,2022年1月5日,Can't recommend the STIIIZY Starter Kit enough.,5
447,stiiizy-weedbates,2021年12月31日,A welcome change from the conventional vapes.,4
448,stiiizy-weedbates,2021年12月30日,Definitely the best vaping experience I've had.,5
449,stiiizy-weedbates,2021年12月26日,"""I am pretty new to vaping and I found this kit really great. It comes with everything that you need, it's easy to use, and it has a really nice taste. One thing I really like is the customization of the vape pods because there are so many different flavors out there.""",4
450,stiiizy-weedbates,2021年12月25日,Consistently delivers top results.,4
451,stiiizy-weedbates,2021年12月25日,A blend of style and substance.,4
452,stiiizy-weedbates,2021年12月21日,Leads the way in vaping technology,4
453,stiiizy-weedbates,2021年12月9日,Took it on my vacation and it was super convenient.,4
454,stiiizy-weedbates,2021年12月7日,"""I've only had my vape for a few weeks and I have so many options to choose from. This starter kit has allowed me to see what other pod options would look like, and they're all great. The starter set also comes with some sample cartridges that are perfect for beginners.""",4
455,stiiizy-weedbates,2021年12月6日,"""Tis Red Starter Kit is the best Vape ever!""",4
456,stiiizy-weedbates,2021年12月3日,"""I have found that I love ecigs because it helps me to fight depression. If Stizy were to be the equivalent of a cigarette, E-Lites would be like Marlboro reds. The vape pods in this kit are easy to use and much easier than any traditional cig.""",5
457,stiiizy-weedbates,2021年11月23日,Every puff feels luxurious.,4
458,stiiizy-weedbates,2021年11月19日,"""If you're new to vaping, and if you're wanting to start off on a good note and not overload your devices with product, then this starter kit is for you! The product gets the job done, a little goes a long way.""",4
459,stiiizy-weedbates,2021年11月16日,"""I recently picked up two packages of STIIIZY Vape Pods from a local smoke shop and I am so happy with them I wanted to share my experience.""",4
460,stiiizy-weedbates,2021年11月16日,Packs everything you need in a compact design.,4
461,stiiizy-weedbates,2021年11月16日,Uses every bit of the extract.,4
462,stiiizy-weedbates,2021年11月14日,Helps me relax and find my center.,4
463,stiiizy-weedbates,2021年11月14日,"""Everything about this product has been convenient. The product packaging is sleek and it was pretty complicated to set up. It only requires two AA batteries instead of the more standard four, so I am saving some money there too.""",4
464,stiiizy-weedbates,2021年11月12日,"Battery life is long-lasting, even with heavy use.",4
465,stiiizy-weedbates,2021年11月11日,The STIIIZY kit is the perfect addition to my daily routine.,4
466,stiiizy-weedbates,2021年11月9日,"With the different pods available, I can switch flavors effortlessly.",4
467,stiiizy-weedbates,2021年11月8日,"""This vape starter kit is perfect for the beginner. For anyone wondering what might be the best vaporizer to get, this kit has all that's required and more. Seriously, if you're new to vaping, I don't think this kit could look any more attractive with it's New Year's Eve promo deal. I'm loving these pods as well.""",5
468,stiiizy-weedbates,2021年11月6日,You can tell the brand cares about delivering top-notch products.,4
469,stiiizy-weedbates,2021年11月6日,The best decision I've made in a while.,5
470,stiiizy-weedbates,2021年11月4日,"Whether you're a newbie or a veteran, this is for you.",4
471,stiiizy-weedbates,2021年10月31日,"""I love the convenience of these pods. They can be used with a cartridge or simply by dropping the entire pod into your device. With use, you will become more and more adept at loading this product and have tons of enjoyment. A great option for starters.""",4
472,stiiizy-weedbates,2021年10月29日,The pods capture the essence of the strains.,4
473,stiiizy-weedbates,2021年10月25日,Can use it in public without drawing too much attention.,4
474,stiiizy-weedbates,2021年10月20日,Changes the way you think about vaping.,4
475,stiiizy-weedbates,2021年10月20日,Love that it uses cannabis oil extract for a pure experience.,4
476,stiiizy-weedbates,2021年10月19日,"Built to last, worth every penny.",4
477,stiiizy-weedbates,2021年10月12日,"""I purchased this starter kit as a gift for my husband. He loves it! It is the perfect size for him and he loves the quality of the product.""",5
478,stiiizy-weedbates,2021年10月10日,"""I'm not a smoker, so the idea of vaping didn't seem appealing to me until I tried this vape and saw what it could do. I loved that it was going to be better than smoking; and now all of my friends are trying it out as well. I would recommend this product to all beginners.""",5
479,stiiizy-weedbates,2021年9月29日,"""I came across Spec Vapes though my roommate told me about their rave reviews. I was a little worried about purchasing a vape so close to my exam period, but the site had pictures of their products and some helpful reviews. The starter kit arrived quickly, along with the cartridges and there was enough included that I knew I could figure this out on my own.""",4
480,stiiizy-weedbates,2021年9月28日,"""It is the perfect device for people who are just starting to dip their toe into the world of vaping. It has a beatiful design and is just what I was looking for.""",4
481,stiiizy-weedbates,2021年9月20日,"""If you are looking for a new device to replace your addiction and smoking, this is the kit for you. It comes with everything you need to start vaping and it is so easy to use. My favorite features are the discreet design and the convenient USB charging cable.""",5
482,stiiizy-weedbates,2021年9月20日,"""I was at a party and, I came across some people with the STIIIZY Starter Kit. We all got free weed, and we were able to share the experience by vaping different flavors of marijuana. After being introduced to cannabis in this way, I realized that it's something I don't want to be part of. Prefer classic.""",4
483,stiiizy-weedbates,2021年9月7日,"""I have to say I was a little bit apprehensive about vape pens at first, but I was pleasantly surprised. The kit comes with everything you need to start vaping right away and is very cute and stylish. I love my STIIIZY Starter Kit - Red.""",5
484,stiiizy-weedbates,2021年8月29日,"""Best decision I've ever made. Vaping is more than just a vaporizer, it's a lifestyle.""",5
485,stiiizy-weedbates,2021年8月26日,"""I wanted to give you a good review for the STIIIZY Starter Kit, as I think it is a really user-friendly and easy to use vape pen. It has come in handy on many occasions when a friend would want to try vaping and needs some guidance. I love the flavor pods, too! They really have a nice variety of flavors and the ones that I am familiar with are great.""",5
486,stiiizy-weedbates,2021年8月22日,"""I have been a medic all my life, so being forced by the government to give up smoking was thrown in my face all the time. Not anymore. I definitely recommend vaping. You are getting the health benefits without any of the negative side effects.""",5
487,stiiizy-weedbates,2021年8月3日,"This first starter kit surprised me. I am quite impressed with the quality. Feeling good, uplifted and relaxed but not to the point of being too high. And Cannabis blossom tastes so good, earthy. Quite nice",5
488,stiiizy-weedbates,2021年7月24日,feeling was amazing!,4
489,stiiizy-weedbates,2021年7月16日,"""You guys are literally killing it! It's now my favorite place to shop. The merch is just amazing and shipping is so fast.""",5
490,stiiizy-weedbates,2021年7月5日,"""Great starter kit at a very good price. I have been vaping for over a year now and this has worked out perfect.""",4
491,stiiizy-weedbates,2021年6月30日,"""I was looking for the perfect starter kit, and I stumbled across this one. The design is sleek, and it seems like it would be easy to use. After a few clicks, I found that it had not.""",3
492,stiiizy-weedbates,2021年6月26日,"""The kit was delivered in on time fashion. The product was very good and the packaging level. I would recommend them to other consumers, who would like to get their idea.""",4
493,stiiizy-weedbates,2021年6月24日,This kit is so easy to use and it looks great!,4
494,stiiizy-weedbates,2021年6月10日,My absolute favorite thing about the STIIIZY starter kit is how quickly it charges,5
495,stiiizy-weedbates,2021年6月8日,"""I was not sure what to expect when I grabbed this kit and I am glad that I got it, I would have been kicking myself if I had not. Great price for a great device, there is nothing that could go wrong with this.""",5
496,stiiizy-weedbates,2021年6月4日,"""When I started vaping, I wasted a lot of money on cheap vape pens. However, when I found this starter kit, my life changed. This kit provides everything that someone needs to get started with the right vape. After just one day, I had enough cash and free shipping for the kit.""",5
497,stiiizy-weedbates,2021年5月31日,"""This is a great kit to get if you're first getting started in vaping. It comes with everything you need to vape which is nice so you don't have to worry about buying pods or e-juices.""",4
498,stiiizy-weedbates,2021年5月29日,"""I am new to vaping and this kit was discreet and easy to use. I really liked that the pods are customizable.""",4
499,stiiizy-weedbates,2021年5月5日,"""I am so glad I found a vape that I like! It is the difference between being in pain and pain free. Not having any side affects is awesome.""",5
500,stiiizy-weedbates,2021年5月2日,"""I bought the STIIIZY Starter Kit today and it is fantastic. I have used many different electric vaporizer pens over the last few years but this one was plug-and sell. This electric device is very easy to use, fun, and portable. It didn't take long at all to figure out how to use it.""",5
501,stiiizy-weedbates,2021年4月24日,"""I purchased this vape kit and LOVE it. The best part is you can use your own flavoring.""",5
502,stiiizy-weedbates,2021年4月23日,The sleek design and portability made vaping more enjoyable than ever before,4
503,stiiizy-weedbates,2021年4月23日,"""If you're just getting into vaping, this starter kit is a great way to ease into e-cigs. The vape pods are compatible with every vape device, and since the kits are cheap, people can purchase even more things later on.""",4
504,stiiizy-weedbates,2021年4月7日,I love the STIIIZY Starter Kit because it is so light and small,4
505,stiiizy-weedbates,2021年4月3日,"""This was my first vaping experience. I was scared that I would fail, I quickly ran out of puff! It'was not what i expected, didn't feel uplifted, or any high at all.""",2
506,stiiizy-weedbates,2021年3月26日,"""I just wanted to say that this product is the perfect starter kit. I am new to the vaping world and they have given me everything I need in one place. It has everything I can think of and it comes with a USB charging cable so that you don't need to spend any more money on batteries.""",5
507,stiiizy-weedbates,2021年3月14日,"""If you want to gain more knowledge and try some great products that are not so expensive and do your body good, then this is definitely the way to go. I love how I can get a starter kit that includes things like a USB charge cable and vape pods that cost less than $25.""",5
508,stiiizy-weedbates,2021年3月13日,"""I got my kit on Friday of this past week and it was such a joy to finally have cannabis after so long. I couldn't believe that my very first hit was purple. That's a new one for me. I used this vape pod with peppermint that is in the starter kit, and the effect it had on me was unholy.""",5
509,stiiizy-weedbates,2021年2月19日,"""The starter kit is a must for your cannabis needs! It is extremely easy to use, great in portability, comes with everything you need, and allows for an excellent vaping experience. Its mobility has expanded my usage of cannabis beyond what I am able to do alone.""",5
510,stiiizy-weedbates,2021年2月18日,"""This is the first time I tried vaping and it feels so much better than smoking. I love the convenience and ease of use with this starter kit.""",5
511,stiiizy-weedbates,2021年2月17日,I got STIIIZY Starter Kit from my brother and I absolutely love it!,5
512,stiiizy-weedbates,2021年2月16日,"""I have tried many vape pens and chose my new favorite the STIIIZY Vape Pen Kit by reading reviews. This starter kit has been on the market for quite a few years and is perfect for newbies to vaping.""",4
513,stiiizy-weedbates,2021年2月9日,It is so easy to use and really lightweight,4
514,stiiizy-weedbates,2021年2月1日,"""I am very satisfied with my newly bought 215D batteries. I always knew I needed to consider batteries when purchasing a mod, but they are even more necessary with the power of these types of devices.""",4
515,stiiizy-weedbates,2022年11月27日,"""This starter kit is the best investment in vaping you will ever make! The battery lasts forever and has a lot of power, plus it also comes with a USB charger so you never have to worry about having to find an outlet. It also comes with a portable case which allows you to vape around town. Another great thing is that this kit comes with two different pods.""",5
516,stiiizy-weedbates,2022年10月31日,"""I noticed a sort of shift in my mood and productivity when I started using this kit. I find that this small tool is perfect coming to work with me when I am rushing around because it helps you relax while doing great things.""",5
517,stiiizy-weedbates,2022年10月22日,"""I have loved the STIIIZY Starter Kit, it has helped me to keep my vape on all day! The kit comes with a 210mAh rechargeable battery and a USB charging port. I also love that it is super discreet which is perfect for when I need to hide from people who don't approve of vaping.""",5
518,stiiizy-weedbates,2022年10月5日,"""I enjoy my starter kit and have been using it on a daily basis. It is really easy to carry around and the juices are very good.""",4
519,stiiizy-weedbates,2022年10月4日,"""This product is amazing. It has helped me take care of my anxiety, and it is easy to use. I can carry this around with me because the battery life lasts a whole day.""",5
520,stiiizy-weedbates,2022年9月26日,"""Stiiiizy is a vape that I have been using for the past few months and it has become one of my favorite e-cigarrette's. I love the different effects and flavors they offer, and they are always on sale. It's like vaping an herb instead of oil.""",5
521,stiiizy-weedbates,2022年9月25日,"""I love this battery. I have the classic STIIIZY and the new Champion (with the dimmable lights) while using it with a not-yet-released device called Froggytunes which can magnetically attach to any device. The added battery life has made a world of difference for me.""",5
522,stiiizy-weedbates,2022年9月16日,"""So far I have been very satisfied with this kit. I had never seen a battery and charger for the price of $16 before and was pleasantly surprised. It has been exactly what I needed, which is convenient because now I am vape-happy!""",5
523,stiiizy-weedbates,2022年9月8日,"""As a new marijuana user, I was initially wary of carrying around an expensive piece of hardware. The battery comes in an attractive package that displays all the necessary information about it, and it's sleek design is perfect for anyone who enjoys their smoking devices to be understated.""",4
524,stiiizy-weedbates,2022年8月29日,"""I never knew the world of vaping existed and it is amazing, I just discovered vaping about a month ago. After doing some research and reading reviews online, I decided to buy the STIIIZY Starter Kit- Gold. In my opinion it is perfect for beginners who are new to vape mods and also need something that looks really professional. I am in love with my vape now!""",5
525,stiiizy-weedbates,2022年8月25日,"""I love the STIIIZY Starter Kit. I love the convenience of everything it comes with. It is fast and easy to use.""",5
526,stiiizy-weedbates,2022年6月26日,"""I’ve been on a TRIP HAPPINESS TRAIN with the STIIIZY Starter Kit. I can finally sit and work all day without having to worry about my batteries running out because this kit includes two brand new batteries for an unbeatable price, and what’s more peace of mind is that these batteries are rechargeable. Use them with your favorite pod or whatever other electronic device you want to accentuate your state of mind.""",5
527,stiiizy-weedbates,2022年6月20日,"""This STIIIZY Starter Kit is a great choice for anyone who is new to vaping and just wants a good starter kit. The battery and charging port are made of durable materials and the kit comes with an additional USB charger, which is great in case you need an emergency charge.""",5
528,stiiizy-weedbates,2022年5月28日,"""I'm a chill person and love plants, so I found this product was perfect for me! This CBD has helped me relax and focus. I used to be super anxious, but now these CBD pods have been my best friends!""",5
529,stiiizy-weedbates,2022年5月17日,"""When I wanted to make a purchase, this was the only site that had the specific starter kit that I needed. Everything arrived quickly and there was no shipping cost--that's fantastic.""",5
530,stiiizy-weedbates,2022年4月29日,"""I have been smoking weed for the past 5 months and I am proud to say that this vape has helped me not only reduce my dependency on marijuana, but also share my vaping experience with others in my life. I was even able to convince a friend of mine to start vaping cannabis now.""",5
531,stiiizy-weedbates,2022年4月26日,"""I needed a high-performance vape pod with really high CBD and low THC ratio. I was intimidated by the market, it's all so confusing and decided to get my printer paper on and print out some information about what pods would especially work for me. Not one of them meets my standards. Sorry guys, but you have to growe, to be perfect in every aspect of your work.""",2
532,stiiizy-weedbates,2022年4月26日,"""The STIIIZY Starter Kit is amazing! I was hesitant to try this company because of the cannabis type, but it has been such a great experience. The starter kit comes with everything you need and works beautifully. I will be buying more products from them in the future.""",5
533,stiiizy-weedbates,2022年4月23日,"It's great for those of us who are new to vaping, but I also even like it because it includes the pods in case you want to switch flavors later on",5
534,stiiizy-weedbates,2022年4月10日,I just got my starter kit and it is amazing,5
535,stiiizy-weedbates,2022年4月9日,The items included were all of high quality,5
536,stiiizy-weedbates,2022年4月7日,"""I use oils for my anxiety and this is a great oil to use because it does not cause breaking out. The taste is great too.""",5
537,stiiizy-weedbates,2022年3月21日,"""Honestly, I was pretty skeptical but this kit has changed my life. Reviews are so right! The battery lasts forever and I feel happy when I use it to vape.""",5
538,stiiizy-weedbates,2022年3月17日,"""I have been using STIIIZY for a few of weeks now and I find that it is a great pen. It lasts long, the vapor is smooth and the effects are perfect. I love the starter kit because it comes with everything you need to start vaping.""",5
539,stiiizy-weedbates,2022年3月15日,It comes with everything you need to start vaping,5
540,stiiizy-weedbates,2022年2月17日,"I was a bit skeptical about this starter kit. But I've tried it, and I love it.",4
541,stiiizy-weedbates,2022年2月14日,"""I am an affiliate marketer, and I have to say that this is the product of my dreams. This battery is beautiful, handy and it also makes a little noise. It really surprised me. I would recommend it to anyone who needs power in their pocket.""",5
542,stiiizy-weedbates,2022年2月4日,"""I've been looking for an alternative to smoking for quite a while now and I finally found it. The starter kit is perfect for someone who has been struggling to live a smoke-free life because it's easy to use, gives you the perfect amount of cannabis and leaves you feeling relaxed.""",5
543,stiiizy-weedbates,2022年2月2日,"""I was feeling really low, and I had a moment when I found this kit, and it just made me feel happier and more relaxed. I am so thankful for these oils.""",5
544,stiiizy-weedbates,2022年2月1日,"""I absolutely love my vape and have tried so many other things since I got it. It's perfect! I'm happier, more relaxed, and most importantly cured my chronic pain in the joints.""",5
545,stiiizy-weedbates,2021年12月24日,"""This battery is amazing. I am a cannabis consumer, and my life has changed for the better after switching to this STIIIZY battery. It is so easy to charge this battery because it has a USB port, and it even comes with a piece of plastic that you can use to cover the vent hole when not in use.""",5
546,stiiizy-weedbates,2021年12月24日,This is my first vape experience and it was a stellar one,5
547,stiiizy-weedbates,2021年12月20日,"""The Starter Kit is a great product, it includes everything you need to vape. The device is simple, easy to use and very discreet. I would highly recommend this to anyone looking for a good starter kit.""",5
548,stiiizy-weedbates,2021年12月16日,This is the best starter kit you can get for a great price,5
549,stiiizy-weedbates,2021年12月15日,"""Ever since I first tried the old traditional joints, I knew there was something most people were missing out on. There comes a time that you need serious motivation/motivational setting highs to keep it going. These devices are so effective at this, and cost effective as well! They help me every day towards living a healthier lifestyle.""",5
550,stiiizy-weedbates,2021年12月5日,The pre-filled pods are a great idea because it saves money in the long run,4
