,source,date,comment
467,stiiizy-weedbates,2021年11月8日,"""This vape starter kit is perfect for the beginner. For anyone wondering what might be the best vaporizer to get, this kit has all that's required and more. Seriously, if you're new to vaping, I don't think this kit could look any more attractive with it's New Year's Eve promo deal. I'm loving these pods as well."""
468,stiiizy-weedbates,2021年11月6日,You can tell the brand cares about delivering top-notch products.
469,stiiizy-weedbates,2021年11月6日,The best decision I've made in a while.
470,stiiizy-weedbates,2021年11月4日,"Whether you're a newbie or a veteran, this is for you."
471,stiiizy-weedbates,2021年10月31日,"""I love the convenience of these pods. They can be used with a cartridge or simply by dropping the entire pod into your device. With use, you will become more and more adept at loading this product and have tons of enjoyment. A great option for starters."""
472,stiiizy-weedbates,2021年10月29日,The pods capture the essence of the strains.
473,stiiizy-weedbates,2021年10月25日,Can use it in public without drawing too much attention.
474,stiiizy-weedbates,2021年10月20日,Changes the way you think about vaping.
475,stiiizy-weedbates,2021年10月20日,Love that it uses cannabis oil extract for a pure experience.
476,stiiizy-weedbates,2021年10月19日,"Built to last, worth every penny."
477,stiiizy-weedbates,2021年10月12日,"""I purchased this starter kit as a gift for my husband. He loves it! It is the perfect size for him and he loves the quality of the product."""
478,stiiizy-weedbates,2021年10月10日,"""I'm not a smoker, so the idea of vaping didn't seem appealing to me until I tried this vape and saw what it could do. I loved that it was going to be better than smoking; and now all of my friends are trying it out as well. I would recommend this product to all beginners."""
479,stiiizy-weedbates,2021年9月29日,"""I came across Spec Vapes though my roommate told me about their rave reviews. I was a little worried about purchasing a vape so close to my exam period, but the site had pictures of their products and some helpful reviews. The starter kit arrived quickly, along with the cartridges and there was enough included that I knew I could figure this out on my own."""
480,stiiizy-weedbates,2021年9月28日,"""It is the perfect device for people who are just starting to dip their toe into the world of vaping. It has a beatiful design and is just what I was looking for."""
481,stiiizy-weedbates,2021年9月20日,"""If you are looking for a new device to replace your addiction and smoking, this is the kit for you. It comes with everything you need to start vaping and it is so easy to use. My favorite features are the discreet design and the convenient USB charging cable."""
482,stiiizy-weedbates,2021年9月20日,"""I was at a party and, I came across some people with the STIIIZY Starter Kit. We all got free weed, and we were able to share the experience by vaping different flavors of marijuana. After being introduced to cannabis in this way, I realized that it's something I don't want to be part of. Prefer classic."""
483,stiiizy-weedbates,2021年9月7日,"""I have to say I was a little bit apprehensive about vape pens at first, but I was pleasantly surprised. The kit comes with everything you need to start vaping right away and is very cute and stylish. I love my STIIIZY Starter Kit - Red."""
484,stiiizy-weedbates,2021年8月29日,"""Best decision I've ever made. Vaping is more than just a vaporizer, it's a lifestyle."""
485,stiiizy-weedbates,2021年8月26日,"""I wanted to give you a good review for the STIIIZY Starter Kit, as I think it is a really user-friendly and easy to use vape pen. It has come in handy on many occasions when a friend would want to try vaping and needs some guidance. I love the flavor pods, too! They really have a nice variety of flavors and the ones that I am familiar with are great."""
486,stiiizy-weedbates,2021年8月22日,"""I have been a medic all my life, so being forced by the government to give up smoking was thrown in my face all the time. Not anymore. I definitely recommend vaping. You are getting the health benefits without any of the negative side effects."""
487,stiiizy-weedbates,2021年8月3日,"This first starter kit surprised me. I am quite impressed with the quality. Feeling good, uplifted and relaxed but not to the point of being too high. And Cannabis blossom tastes so good, earthy. Quite nice"
488,stiiizy-weedbates,2021年7月24日,feeling was amazing!
489,stiiizy-weedbates,2021年7月16日,"""You guys are literally killing it! It's now my favorite place to shop. The merch is just amazing and shipping is so fast."""
490,stiiizy-weedbates,2021年7月5日,"""Great starter kit at a very good price. I have been vaping for over a year now and this has worked out perfect."""
491,stiiizy-weedbates,2021年6月30日,"""I was looking for the perfect starter kit, and I stumbled across this one. The design is sleek, and it seems like it would be easy to use. After a few clicks, I found that it had not."""
492,stiiizy-weedbates,2021年6月26日,"""The kit was delivered in on time fashion. The product was very good and the packaging level. I would recommend them to other consumers, who would like to get their idea."""
493,stiiizy-weedbates,2021年6月24日,This kit is so easy to use and it looks great!
494,stiiizy-weedbates,2021年6月10日,My absolute favorite thing about the STIIIZY starter kit is how quickly it charges
495,stiiizy-weedbates,2021年6月8日,"""I was not sure what to expect when I grabbed this kit and I am glad that I got it, I would have been kicking myself if I had not. Great price for a great device, there is nothing that could go wrong with this."""
496,stiiizy-weedbates,2021年6月4日,"""When I started vaping, I wasted a lot of money on cheap vape pens. However, when I found this starter kit, my life changed. This kit provides everything that someone needs to get started with the right vape. After just one day, I had enough cash and free shipping for the kit."""
497,stiiizy-weedbates,2021年5月31日,"""This is a great kit to get if you're first getting started in vaping. It comes with everything you need to vape which is nice so you don't have to worry about buying pods or e-juices."""
498,stiiizy-weedbates,2021年5月29日,"""I am new to vaping and this kit was discreet and easy to use. I really liked that the pods are customizable."""
499,stiiizy-weedbates,2021年5月5日,"""I am so glad I found a vape that I like! It is the difference between being in pain and pain free. Not having any side affects is awesome."""
500,stiiizy-weedbates,2021年5月2日,"""I bought the STIIIZY Starter Kit today and it is fantastic. I have used many different electric vaporizer pens over the last few years but this one was plug-and sell. This electric device is very easy to use, fun, and portable. It didn't take long at all to figure out how to use it."""
501,stiiizy-weedbates,2021年4月24日,"""I purchased this vape kit and LOVE it. The best part is you can use your own flavoring."""
502,stiiizy-weedbates,2021年4月23日,The sleek design and portability made vaping more enjoyable than ever before
503,stiiizy-weedbates,2021年4月23日,"""If you're just getting into vaping, this starter kit is a great way to ease into e-cigs. The vape pods are compatible with every vape device, and since the kits are cheap, people can purchase even more things later on."""
504,stiiizy-weedbates,2021年4月7日,I love the STIIIZY Starter Kit because it is so light and small
505,stiiizy-weedbates,2021年4月3日,"""This was my first vaping experience. I was scared that I would fail, I quickly ran out of puff! It'was not what i expected, didn't feel uplifted, or any high at all."""
506,stiiizy-weedbates,2021年3月26日,"""I just wanted to say that this product is the perfect starter kit. I am new to the vaping world and they have given me everything I need in one place. It has everything I can think of and it comes with a USB charging cable so that you don't need to spend any more money on batteries."""
507,stiiizy-weedbates,2021年3月14日,"""If you want to gain more knowledge and try some great products that are not so expensive and do your body good, then this is definitely the way to go. I love how I can get a starter kit that includes things like a USB charge cable and vape pods that cost less than $25."""
508,stiiizy-weedbates,2021年3月13日,"""I got my kit on Friday of this past week and it was such a joy to finally have cannabis after so long. I couldn't believe that my very first hit was purple. That's a new one for me. I used this vape pod with peppermint that is in the starter kit, and the effect it had on me was unholy."""
509,stiiizy-weedbates,2021年2月19日,"""The starter kit is a must for your cannabis needs! It is extremely easy to use, great in portability, comes with everything you need, and allows for an excellent vaping experience. Its mobility has expanded my usage of cannabis beyond what I am able to do alone."""
510,stiiizy-weedbates,2021年2月18日,"""This is the first time I tried vaping and it feels so much better than smoking. I love the convenience and ease of use with this starter kit."""
511,stiiizy-weedbates,2021年2月17日,I got STIIIZY Starter Kit from my brother and I absolutely love it!
512,stiiizy-weedbates,2021年2月16日,"""I have tried many vape pens and chose my new favorite the STIIIZY Vape Pen Kit by reading reviews. This starter kit has been on the market for quite a few years and is perfect for newbies to vaping."""
513,stiiizy-weedbates,2021年2月9日,It is so easy to use and really lightweight
514,stiiizy-weedbates,2021年2月1日,"""I am very satisfied with my newly bought 215D batteries. I always knew I needed to consider batteries when purchasing a mod, but they are even more necessary with the power of these types of devices."""
515,stiiizy-weedbates,2022年11月27日,"""This starter kit is the best investment in vaping you will ever make! The battery lasts forever and has a lot of power, plus it also comes with a USB charger so you never have to worry about having to find an outlet. It also comes with a portable case which allows you to vape around town. Another great thing is that this kit comes with two different pods."""
516,stiiizy-weedbates,2022年10月31日,"""I noticed a sort of shift in my mood and productivity when I started using this kit. I find that this small tool is perfect coming to work with me when I am rushing around because it helps you relax while doing great things."""
517,stiiizy-weedbates,2022年10月22日,"""I have loved the STIIIZY Starter Kit, it has helped me to keep my vape on all day! The kit comes with a 210mAh rechargeable battery and a USB charging port. I also love that it is super discreet which is perfect for when I need to hide from people who don't approve of vaping."""
518,stiiizy-weedbates,2022年10月5日,"""I enjoy my starter kit and have been using it on a daily basis. It is really easy to carry around and the juices are very good."""
519,stiiizy-weedbates,2022年10月4日,"""This product is amazing. It has helped me take care of my anxiety, and it is easy to use. I can carry this around with me because the battery life lasts a whole day."""
520,stiiizy-weedbates,2022年9月26日,"""Stiiiizy is a vape that I have been using for the past few months and it has become one of my favorite e-cigarrette's. I love the different effects and flavors they offer, and they are always on sale. It's like vaping an herb instead of oil."""
521,stiiizy-weedbates,2022年9月25日,"""I love this battery. I have the classic STIIIZY and the new Champion (with the dimmable lights) while using it with a not-yet-released device called Froggytunes which can magnetically attach to any device. The added battery life has made a world of difference for me."""
522,stiiizy-weedbates,2022年9月16日,"""So far I have been very satisfied with this kit. I had never seen a battery and charger for the price of $16 before and was pleasantly surprised. It has been exactly what I needed, which is convenient because now I am vape-happy!"""
523,stiiizy-weedbates,2022年9月8日,"""As a new marijuana user, I was initially wary of carrying around an expensive piece of hardware. The battery comes in an attractive package that displays all the necessary information about it, and it's sleek design is perfect for anyone who enjoys their smoking devices to be understated."""
524,stiiizy-weedbates,2022年8月29日,"""I never knew the world of vaping existed and it is amazing, I just discovered vaping about a month ago. After doing some research and reading reviews online, I decided to buy the STIIIZY Starter Kit- Gold. In my opinion it is perfect for beginners who are new to vape mods and also need something that looks really professional. I am in love with my vape now!"""
525,stiiizy-weedbates,2022年8月25日,"""I love the STIIIZY Starter Kit. I love the convenience of everything it comes with. It is fast and easy to use."""
526,stiiizy-weedbates,2022年6月26日,"""I’ve been on a TRIP HAPPINESS TRAIN with the STIIIZY Starter Kit. I can finally sit and work all day without having to worry about my batteries running out because this kit includes two brand new batteries for an unbeatable price, and what’s more peace of mind is that these batteries are rechargeable. Use them with your favorite pod or whatever other electronic device you want to accentuate your state of mind."""
527,stiiizy-weedbates,2022年6月20日,"""This STIIIZY Starter Kit is a great choice for anyone who is new to vaping and just wants a good starter kit. The battery and charging port are made of durable materials and the kit comes with an additional USB charger, which is great in case you need an emergency charge."""
528,stiiizy-weedbates,2022年5月28日,"""I'm a chill person and love plants, so I found this product was perfect for me! This CBD has helped me relax and focus. I used to be super anxious, but now these CBD pods have been my best friends!"""
529,stiiizy-weedbates,2022年5月17日,"""When I wanted to make a purchase, this was the only site that had the specific starter kit that I needed. Everything arrived quickly and there was no shipping cost--that's fantastic."""
530,stiiizy-weedbates,2022年4月29日,"""I have been smoking weed for the past 5 months and I am proud to say that this vape has helped me not only reduce my dependency on marijuana, but also share my vaping experience with others in my life. I was even able to convince a friend of mine to start vaping cannabis now."""
531,stiiizy-weedbates,2022年4月26日,"""I needed a high-performance vape pod with really high CBD and low THC ratio. I was intimidated by the market, it's all so confusing and decided to get my printer paper on and print out some information about what pods would especially work for me. Not one of them meets my standards. Sorry guys, but you have to growe, to be perfect in every aspect of your work."""
532,stiiizy-weedbates,2022年4月26日,"""The STIIIZY Starter Kit is amazing! I was hesitant to try this company because of the cannabis type, but it has been such a great experience. The starter kit comes with everything you need and works beautifully. I will be buying more products from them in the future."""
533,stiiizy-weedbates,2022年4月23日,"It's great for those of us who are new to vaping, but I also even like it because it includes the pods in case you want to switch flavors later on"
534,stiiizy-weedbates,2022年4月10日,I just got my starter kit and it is amazing
535,stiiizy-weedbates,2022年4月9日,The items included were all of high quality
536,stiiizy-weedbates,2022年4月7日,"""I use oils for my anxiety and this is a great oil to use because it does not cause breaking out. The taste is great too."""
537,stiiizy-weedbates,2022年3月21日,"""Honestly, I was pretty skeptical but this kit has changed my life. Reviews are so right! The battery lasts forever and I feel happy when I use it to vape."""
538,stiiizy-weedbates,2022年3月17日,"""I have been using STIIIZY for a few of weeks now and I find that it is a great pen. It lasts long, the vapor is smooth and the effects are perfect. I love the starter kit because it comes with everything you need to start vaping."""
539,stiiizy-weedbates,2022年3月15日,It comes with everything you need to start vaping
540,stiiizy-weedbates,2022年2月17日,"I was a bit skeptical about this starter kit. But I've tried it, and I love it."
541,stiiizy-weedbates,2022年2月14日,"""I am an affiliate marketer, and I have to say that this is the product of my dreams. This battery is beautiful, handy and it also makes a little noise. It really surprised me. I would recommend it to anyone who needs power in their pocket."""
542,stiiizy-weedbates,2022年2月4日,"""I've been looking for an alternative to smoking for quite a while now and I finally found it. The starter kit is perfect for someone who has been struggling to live a smoke-free life because it's easy to use, gives you the perfect amount of cannabis and leaves you feeling relaxed."""
543,stiiizy-weedbates,2022年2月2日,"""I was feeling really low, and I had a moment when I found this kit, and it just made me feel happier and more relaxed. I am so thankful for these oils."""
544,stiiizy-weedbates,2022年2月1日,"""I absolutely love my vape and have tried so many other things since I got it. It's perfect! I'm happier, more relaxed, and most importantly cured my chronic pain in the joints."""
545,stiiizy-weedbates,2021年12月24日,"""This battery is amazing. I am a cannabis consumer, and my life has changed for the better after switching to this STIIIZY battery. It is so easy to charge this battery because it has a USB port, and it even comes with a piece of plastic that you can use to cover the vent hole when not in use."""
546,stiiizy-weedbates,2021年12月24日,This is my first vape experience and it was a stellar one
547,stiiizy-weedbates,2021年12月20日,"""The Starter Kit is a great product, it includes everything you need to vape. The device is simple, easy to use and very discreet. I would highly recommend this to anyone looking for a good starter kit."""
548,stiiizy-weedbates,2021年12月16日,This is the best starter kit you can get for a great price
549,stiiizy-weedbates,2021年12月15日,"""Ever since I first tried the old traditional joints, I knew there was something most people were missing out on. There comes a time that you need serious motivation/motivational setting highs to keep it going. These devices are so effective at this, and cost effective as well! They help me every day towards living a healthier lifestyle."""
550,stiiizy-weedbates,2021年12月5日,The pre-filled pods are a great idea because it saves money in the long run
551,stiiizy-weedbates,2021年11月11日,"""I have been a long time user of oils and I met my current boyfriend on the website spares and found so many products in one place, I got a starter kit on the trial and fell in love. These oils have converted me over to vaping and now it is my go-to method of intake."""
552,stiiizy-weedbates,2021年10月28日,"""I am pleased with the delivery speed and packaging of this item. The quality is superior to many other batteries I have purchased. So satisfied and will recommend their products."""
553,stiiizy-weedbates,2021年5月8日,"Its convenient, plus its very cheap."
554,stiiizy-weedbates,2021年2月3日,I honestly love vaping now and this is one of the best tools for beginners
555,stiiizy-weedbates,2020年12月9日,"It's all in one, so you don't have to buy parts separately. And the battery lasts a long time"
556,stiiizy-weedbates,2020年11月23日,I love that this kit comes with everything we needed to start vaping.
557,stiiizy-weedbates,2020年11月9日,I LOVE this starter kit!
558,stiiizy-weedbates,2020年11月3日,"The kit has a device, battery, charging cord and many more accessories"
559,stiiizy-weedbates,2020年10月7日,"I've never been a vaping kind of person, but after receiving my starter kit, I was instantly hooked."
560,stiiizy-weedbates,2020年5月30日,It was really easy to follow the instructions in this Starter Kit
561,stiiizy-weedbates,2022年4月23日,I bought the STIIIZY starter kit because I wanted a sleek and stylish vape
562,stiiizy-weedbates,2022年4月18日,I found out about STIIIZY Starter Kit - Neon Yellow from my friend and I haven't been disappointed
563,stiiizy-weedbates,2022年2月11日,It's the perfect way to get started with a sleek and stylish kit that is perfect for me
564,stiiizy-weedbates,2022年2月9日,I can't believe how easy it is to use this product
565,stiiizy-weedbates,2022年1月25日,This is a great starter kit
566,stiiizy-weedbates,2022年1月17日,It's also great that all of the pieces come with a case so I don't have to worry about storage
567,stiiizy-weedbates,2022年1月11日,"I bought this for my friend as a birthday present, and she absolutely loves it."
568,stiiizy-weedbates,2021年11月27日,I could not be more happy with my decision to purchase this kit
569,stiiizy-weedbates,2021年11月27日,"The battery lasts me a long time, which is a big deal because I'm an avid smoker"
570,stiiizy-weedbates,2021年11月11日,It is the most stylish starter kit that I could find and it has an amazing taste
571,stiiizy-weedbates,2021年9月26日,It’s a beautiful color and good quality
572,stiiizy-weedbates,2021年9月18日,It comes with everything you need to be on cloud nine all day
573,stiiizy-weedbates,2021年9月7日,I love my STIIIZY Starter Kit
574,stiiizy-weedbates,2021年9月1日,This is the coolest vape I've ever seen
575,stiiizy-weedbates,2021年8月7日,"It's sleek and stylish, but also so easy to use"
576,stiiizy-weedbates,2021年8月1日,"it feels great in your hand, and the color is perfect."
577,stiiizy-weedbates,2021年5月31日,STIIIZY starter kits are so convenient and easy to use. I've been using mine for a while now and it has been working perfectly.
578,stiiizy-weedbates,2021年5月28日,I bought the STIIIZY Starter Kit in Neon Yellow and I really love it
579,stiiizy-weedbates,2021年5月23日,It's so easy to plug in.
580,stiiizy-weedbates,2021年5月21日,The battery lasts me all day and it's so sleek and stylish
581,stiiizy-weedbates,2021年5月20日,The flavor was great too - I bought two more pods!
582,stiiizy-weedbates,2021年5月2日,It has changed my life and has become my go-to for all my vaping needs
583,stiiizy-weedbates,2021年4月3日,"Didn't feel the effect, gave me a headache"
584,stiiizy-weedbates,2021年3月27日,"When people see the vapor coming out of it, they're always like 'cool!' or 'wow! Just love it"
585,stiiizy-weedbates,2021年3月16日,The price is unbeatable
586,stiiizy-weedbates,2021年2月21日,I just got the STIIIZY Starter Kit and it's amazing
587,stiiizy-weedbates,2021年2月11日,"I've always been a fan of unique, brightly colored clothing, so when I saw the STIIIZY Starter Kit - Neon Yellow I knew it was perfect for me"
588,stiiizy-weedbates,2021年1月29日,It has a sleek and stylish design
589,stiiizy-weedbates,2020年12月23日,They're so perfect for when I'm out and don't have time to charge my battery
590,stiiizy-weedbates,2020年11月21日,I really love the STIIIZY Starter Kit
591,stiiizy-weedbates,2020年11月16日,The battery included lasts longer and you don't have to worry about charging your battery
592,stiiizy-weedbates,2020年11月4日,I love my starter kit and am so glad I found these pods
593,stiiizy-weedbates,2020年10月8日,"What I really enjoy about this kit is that it is so lightweight, which is perfect for carrying in my purse"
594,stiiizy-weedbates,2020年10月7日,It's even better than I thought it would be!
595,stiiizy-weedbates,2020年10月6日,The battery emits such a vibrant and beautiful color
596,stiiizy-weedbates,2020年9月25日,It's my first vape kit and it was really easy to use
597,stiiizy-weedbates,2020年9月3日,"I've been looking for a new vape for a while, and I'm so happy that this one is everything I wanted"
598,stiiizy-weedbates,2020年8月21日,This is by far the best Starter Kit on the market!
599,stiiizy-weedbates,2020年8月21日,It's just what I needed to help me switch from tobacco to e-cigarettes
600,stiiizy-weedbates,2020年8月9日,I love the STIIIZY Starter Kit - Neon Yellow
601,stiiizy-weedbates,2020年8月7日,The yellow is perfect for the summer and will definitely make me stand out from the crowd.
602,stiiizy-weedbates,2020年7月19日,"Too expensive , not worth it"
603,stiiizy-weedbates,2020年7月6日,Didn't like the flavor
604,stiiizy-weedbates,2020年7月2日,I love this product! I use it every day and it's really been a lifesaver
605,stiiizy-weedmaps,2020年6月6日,This STIIIZY is Chrome and hands down the best looking one.
606,stiiizy-weedmaps,2022年3月23日,"I love the color on the pen! Looks very expensive, but is actually very cheap!"
607,stiiizy-weedmaps,2022年3月6日,Before: Meh? Idk what all the hype is about. After: HOOOOOOOLLLLLLLLLLYYYYY SHHHHIIIIIITTTTT!!!!!
608,stiiizy-weedmaps,2021年11月30日,Great products from STIIIZY as always!
609,stiiizy-weedmaps,2021年11月15日,I think this starter kit deserves to my stoner friend.
610,stiiizy-weedmaps,2021年11月14日,"I love how the quality of the product shows, look how this looks sleek and it screams professional!"
611,stiiizy-weedmaps,2021年10月31日,A pretty solid thing I got.
612,stiiizy-weedmaps,2021年10月30日,This is not just simple but legit and oringal. I like the silver color!
613,stiiizy-weedmaps,2021年10月9日,I bought this pen pod to help cut back on smoking flower. Itâs been very effective
614,stiiizy-weedmaps,2021年10月7日,"Nice sweet and hot flavor! My pods makes me so happy, loving it!"
615,stiiizy-weedmaps,2021年9月15日,"Doesn't break easy - dropped this a few times, just got dinged"
616,stiiizy-weedmaps,2021年9月15日,"Durable, had a red one for while, which, unfortunately, I misplaced. Thought i'd try a different design for a change."
617,stiiizy-weedmaps,2021年8月29日,Looks good and feels like it's built pretty tough. Solid device and works well.
618,stiiizy-weedmaps,2021年8月27日,Decided to get a full kit instead of disposables! Been using them more and more. Love these pens from STIIIZY!!!!
619,stiiizy-weedmaps,2021年8月14日,"Discrete device, just the way I love em"
620,stiiizy-weedmaps,2021年5月23日,Makes you do yu ting without living a luu.
621,stiiizy-weedmaps,2021年4月2日,"I would say this is built better than most, plus the color matches my bliiing!"
622,stiiizy-weedmaps,2020年12月26日,Very great and easy to use
623,stiiizy-weedmaps,2019年12月5日,IM THE ONLY FOO IN SANTA ANA WIT THIS BUT BESIDES THAT BATTERY GIVES U MAGIC POWERS
624,stiiizy-weedmaps,2019年9月13日,JUST GO TO THE STIIZY WEBSITE THEY SELL THEM 1@$25
625,stiiizy-weedmaps,2019年4月28日,This color looks so lit and so cool. Please sell it to a dispensary near me ð¥º ik thats probably not how it works but never know lol ! Love stiiizys ð¤
626,stiiizy-weedmaps,2019年6月7日,I absolutely love using my Stizzy. I love it more the smoking flower.
627,stiiizy-weedmaps,2021年10月30日,"The blue finish looks pretty good, picture does not really do it justice. Very well built too, you can feel it when you hold it on your hand."
628,stiiizy-weedmaps,2021年8月31日,Liiit device. Feels solid on hand!
629,stiiizy-weedmaps,2020年9月18日,How can I place an order
630,stiiizy-weedmaps,2020年4月1日,Got me so high But the taste was kinda bad Overall pretty good
631,stiiizy-weedmaps,2020年2月27日,Iâm faded and Iâm 20 ð¤«
632,stiiizy-weedmaps,2019年5月23日,love it such a bright color
633,stiiizy-weedmaps,2022年10月20日,The right amount of thc to the domain once if it has been a while since the last time great for those with experience in smoking
634,stiiizy-weedmaps,2022年4月21日,"Fits just perfect in my jeans. Blends with the colour too! Really good build, feels good and durable in my hands. Got it on with a sweet deal too!"
635,stiiizy-weedmaps,2022年3月23日,If this starter kit is ever back in stock Iâm definitely picking some up.
636,stiiizy-weedmaps,2022年3月7日,Fantastic design! Im getting one for my GFs bday!
637,stiiizy-weedmaps,2021年11月14日,"Few months in, still workin perfectly"
638,stiiizy-weedmaps,2021年10月15日,"Probably won't break easy, and that color is easy on the eyes."
639,stiiizy-weedmaps,2021年9月30日,I gravitate towards this colorway. Good device!
640,stiiizy-weedmaps,2021年9月15日,Feels like this one will last.
641,stiiizy-weedmaps,2021年8月26日,"They do not miss, I have never had a company be this consistent. To their batteries to the pods and everything else, they kill it!"
642,stiiizy-weedmaps,2021年5月29日,"Tbh stiiizy remains the best after many years of smoking pot and carts , they are so innovative coming up with new products everyday ,when my buddy introduced me to this brand I got it from Marijuanahorizon dot com and ever since then that has been my shopping house"
643,stiiizy-weedmaps,2021年4月14日,I just picked the dodger blue Stiiizy battery for my husband and ordered myself the dirty blue grey one .... been looking for this one for a minute.... Our pens never leak ... we love them ð¨ð¨ð¨ð¨ð¨
644,stiiizy-weedmaps,2021年3月14日,"Love the color, and the usual solid quality"
645,stiiizy-weedmaps,2020年12月30日,2 stizzy pens for 30$ plus 50$ for 2 stizzy pods 80$ for a whole stizzy set !!! Plus delivered to my home fast af ð¯ ordering soon ð
646,stiiizy-weedmaps,2019年9月30日,Was able to get a couple of items thanks to Izzy from Stiizy.
647,stiiizy-weedmaps,2019年9月24日,Really hits hard
648,stiiizy-weedmaps,2019年9月15日,where are they at
649,stiiizy-weedmaps,2019年9月11日,Best color imo and one of the best battery/cart combos available
650,stiiizy-weedmaps,2019年9月9日,Just left with some goodies!! And picked up this dope dodger blue battery!!
651,stiiizy-weedmaps,2019年8月13日,bomb asf
652,stiiizy-weedmaps,2019年8月6日,No dispensaries near me sell em help ðI want this color
653,stiiizy-weedmaps,2019年7月15日,Itâs a new product on market. Expensive! So Anyways to get high without paying a high price.
654,stiiizy-weedmaps,2019年6月29日,digging these Dodger blue batteryð¥ð¥ just picked one up with matching lanyard dopeeeð¤
655,stiiizy-weedmaps,2019年6月20日,I love ð this itâs so discreet easy delivery easy to use I would give it 10 big stars if I could I stopped smoking flowers ðº
656,stiiizy-weedmaps,2019年5月21日,Lit
657,stiiizy-weedmaps,2019年5月15日,Itâs very bueno ! Haha
658,stiiizy-weedmaps,2019年5月4日,"Such a q t. This magnificent color, bold. Truly radiates warm benevolence in the user. Make your way down to SF, kindly. :)"
659,stiiizy-weedmaps,2019年5月3日,i need this asap bruvvv dope ass color
660,stiiizy-weedmaps,2019年10月13日,I love the high this vape makes
661,stiiizy-weedmaps,2020年3月19日,I am very happy with the products.
662,stiiizy-weedmaps,2019年5月27日,Hey
663,stiiizy-weedmaps,2020年5月6日,Hard to pull feels like Iâm going to collapse a damn lung cool idea tho.
664,stiiizy-weedmaps,2020年5月5日,"Bought 2, 1 worked, one did not. Required bank intervention to get refund due to poor customer service. I want to like Stiiizy products but this makes it difficult to trust the brand."
665,stiiizy-weedmaps,2019年11月11日,"This battery is horrible. cheap, low quality metal and it only stays charged for a few hours. no wonder they gave it to me for free at their patient appreciation."
666,stiiizy-weedmaps,2020年6月21日,"I have purchased 3 defective pens from stiiizy, successfully exchanged 1. After the headache of the first exchange I just said F**** it and ate the next. As a medical patient, this really sucks. It took over a month to deal with customer service, and ended with my bank stepping in because of stiiizys bad business. unbelievable. I couldn't make this crap up."
667,stiiizy-weedmaps,2019年6月20日,I have had so many of my friends tell me that this is the best one on the market..... I can assure you it isn't. The packaging looks cheap and the weed is just ok.
668,stiiizy-weedmaps,2021年2月6日,"Bought a replacement battery since my last one stopped working. This battery stopped working just like the one before. The micro usb does not charge, no light shows when itâs plugged in. Iâve had it just about two weeks."
669,stiiizy-weedmaps,2019年1月23日,"Honestly as a parent at times you need something to help you decompress. As the kids became older it became harder to explain why mommy and daddy had to take walks outside in turns to ""get some air"". These have become out life savers. Get some nice relaxation in, all without smelling. We still take our walks to get air BUT these hit so hard that it only takes a few minutes outside and no mess! Love you Stiz"
670,stiiizy-weedmaps,2018年8月28日,"But seriously, besides being absolutely adorable, this pen is perfect! Iâm super clumsy and am constantly dropping my vape pens. Several times Iâve broken a full cartridge, but with this design, itâs really difficult to drop it at an angle that would break. Itâs also lightweight and discreet, itâs small/ slim enough to fit in even small pockets or a wallet. Another problem Iâve encountered with other pens is having to replace the batteries more times than I can count because the plate get pushed into the battery over time from over tightening when charging or connecting cartridges, but again, this design allows you to just drop the cartridge in, and it charges like a phone, solving both issues. I love it!"
671,stiiizy-weedmaps,2018年9月6日,"I love how it looks with my freshly done manicure, I love how it looks when its just sitting on my counter, I love how it looks ALWAYS!! Im glad i treated myself with this.. she's gorgeous and discreet. Blows gorgeous Kush Clouds too btw.. I tried strawberry cough and fell in love! Cannot wait to try them all!!"
672,stiiizy-weedmaps,2019年12月22日,"Dopest, sleekest, battery by the brand. Stiiizy's really supporting Breast cancer awareness with this one."
673,stiiizy-weedmaps,2019年6月6日,"Stiizy is a really good product and helps me with even my worst pain, its my First and only pen. Hope they have plans in the future for a âACDCâ or âHarlequinâ High CBD Low THC Cart!"
674,stiiizy-weedmaps,2019年5月23日,"couldnât wait to come back to LA & get my first STIIZY. & of course I wanted the rose gold, so sleek & lady like. I have no plans to go back to other pens that iâve used in the past. only thing i would possible want is a case? something small & compact that I can put it in to protect it while itâs in my bag. other than that, i am sold! customer for life ðð½"
675,stiiizy-weedmaps,2019年5月9日,"Had an og Black one, bought this pink! Itâs cute, love it because the hubby has his black so we alway know whoâs is whoâs. Lol! Clean hits and charges fast! Definitely my fave!"
676,stiiizy-weedmaps,2021年7月23日,"So, as for a general review of the battery, it's really good! It has a nice, discreet form factor, superb build quality, a battery that lasts for a good while and the pods fit perfectly into their slot and look very sleek. It works great with all Stiiizy pods, even the live resins. Now, as for the color, it's a very nice pastel pink with a smooth, matte metal surface. It's a really nice, calming color that's also a bit easier to find when you're looking your battery to take another hit."
677,stiiizy-weedmaps,2020年11月20日,Blaze delivers stizzy pods and batteries ð !!! 40$ for thÃ© set and delivered sounds dope and theyâre fast ð¨
678,stiiizy-weedmaps,2020年7月24日,"Itâs something for the summertime ! Super Smooth, but packs a punch. This may be a bias review because I love Rose anything and Stiiizy never disappoints. Great flavor, Great rip."
679,stiiizy-weedmaps,2018年9月26日,"aesthetically pleasing, produces huge clouds, discreet, and I love that the pods dont leak/clog. Pods are potent and the whole system makes for an amazing on the go vape."
